campaign,CPM,CTR,CPC
Holiday_V1,15.000000000000002,0.014606155451225874,1.0269642857142858
Holiday_V2,11.000000000000002,0.016700749829584187,0.65865306122448986
NewYear_V1,10,0.071106094808126408,0.14063492063492061
NewYear_V2,11.999999999999998,0.0092798527494439755,1.2931239669421486
BlackFriday_V1 2020,11,0.0548661800486618,0.20048780487804879
BlackFriday_V1 2021,11,0.017820017820017822,0.6172833333333333
BlackFriday_V2,15,0.0049431537320810681,3.0345
Data Share Promo,12.37336159536272,0.01629969286672146,0.75911624203821648
